County,FIPS,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount
Erath,48143,April,84354,26671,16,68
Erath,48143,May,88262,28605,5,69
Erath,48143,June,86174,29948,6,70
Erath,48143,July,90144,31652,31,70
Erath,48143,August,99967,34709,136,74
Erath,48143,September,116064,40178,154,89
Erath,48143,October,132094,43897,49,100
Falls,48145,January,15605,11611,122,24
Falls,48145,February,51101,12983,196,30
Falls,48145,March,57291,14930,31,31
Falls,48145,April,55646,15960,8,32
Falls,48145,May,58695,16876,14,32
Falls,48145,June,57046,17753,5,32
Falls,48145,July,58865,18469,4,33
Falls,48145,August,61303,19742,76,34
Falls,48145,September,64255,22034,121,40
Falls,48145,October,70679,24275,82,46
Fannin,48147,January,26973,21360,133,78
Fannin,48147,February,68660,25937,53,101
Fannin,48147,March,79220,29028,17,106
Fannin,48147,April,77866,31611,21,108
Fannin,48147,May,80932,34199,7,108
Fannin,48147,June,78061,35940,4,109
Fannin,48147,July,80657,37807,17,110
Fannin,48147,August,84556,41218,63,117
Fannin,48147,September,89384,46187,87,132
Fannin,48147,October,98861,51158,54,148
Fayette,48149,January,10295,12082,145,47
Fayette,48149,February,38079,14059,281,54
Fayette,48149,March,45490,15699,131,58
Fayette,48149,April,47384,17553,115,62
Fayette,48149,May,50832,19294,45,65
Fayette,48149,June,49764,20253,13,67
Fayette,48149,July,52656,21045,43,70
Fayette,48149,August,58099,23024,177,76
Fayette,48149,September,62248,25937,184,86
Fayette,48149,October,66744,27754,51,92
Fisher,48151,January,3317,1319,15,12
Fisher,48151,February,8102,1501,2,14
Fisher,48151,March,8997,1601,0,14
Fisher,48151,April,8831,1706,2,14
Fisher,48151,May,9329,1776,3,14
Fisher,48151,June,9171,1834,1,14
Fisher,48151,July,9536,1873,1,14
Fisher,48151,August,10531,1953,13,14
Fisher,48151,September,11568,2133,10,16
Fisher,48151,October,12844,2265,7,16
Floyd,48153,January,3403,2180,65,28
Floyd,48153,February,8597,2429,48,29
Floyd,48153,March,10057,2651,12,29
Floyd,48153,April,10794,2876,8,30
Floyd,48153,May,11906,3119,1,30
Floyd,48153,June,11946,3314,0,30
Floyd,48153,July,12607,3435,4,30
Floyd,48153,August,13904,3765,37,30
Floyd,48153,September,15069,4250,28,34
Floyd,48153,October,17503,4748,35,38
Foard,48155,January,766,837,1,7
Foard,48155,February,2278,1054,2,9
Foard,48155,March,2697,1194,0,10
Foard,48155,April,2610,1265,0,10
Foard,48155,May,2702,1325,0,10
Foard,48155,June,2640,1359,0,10
Foard,48155,July,2739,1385,0,10
Foard,48155,August,3181,1442,3,10
Foard,48155,September,4002,1594,6,10
Foard,48155,October,4388,1906,1,10
Fort Bend,48157,January,507822,480522,14168,477
Fort Bend,48157,February,1342822,580666,12476,570
Fort Bend,48157,March,1640193,651326,9943,629
Fort Bend,48157,April,1678855,719657,10038,655
Fort Bend,48157,May,1804877,794783,10284,679
Fort Bend,48157,June,1782760,842649,2213,696
Fort Bend,48157,July,1876910,886256,985,708
Fort Bend,48157,August,2075391,965473,6244,757
Fort Bend,48157,September,2309842,1082781,8234,869
Fort Bend,48157,October,2594022,1179185,4483,934
Franklin,48159,January,5001,4154,88,18
Franklin,48159,February,12987,4831,105,24
Franklin,48159,March,15309,5322,89,26
Franklin,48159,April,14931,5650,20,26
Franklin,48159,May,15738,5946,7,26
Franklin,48159,June,15930,6190,2,26
Franklin,48159,July,18056,6450,6,26
Franklin,48159,August,19917,6889,70,27
Franklin,48159,September,23636,7741,120,30
Franklin,48159,October,26914,8397,58,34
Freestone,48161,January,8251,13628,51,35
Freestone,48161,February,30644,16163,230,43
Freestone,48161,March,32591,18349,30,49
Freestone,48161,April,32117,20238,32,49
Freestone,48161,May,34355,22184,54,50
Freestone,48161,June,33785,23888,16,50
Freestone,48161,July,35085,25157,24,50
Freestone,48161,August,38796,28297,127,55
Freestone,48161,September,44924,32492,191,63
Freestone,48161,October,50012,36561,79,67
Frio,48163,January,22319,12183,111,32
Frio,48163,February,56715,15063,71,45
Frio,48163,March,65957,16953,24,49
Frio,48163,April,65624,18574,20,51
Frio,48163,May,70457,20316,31,52
Frio,48163,June,70170,22057,28,52
Frio,48163,July,72616,24672,37,53
Frio,48163,August,80147,28065,83,58
Frio,48163,September,84619,31967,77,65
Frio,48163,October,93822,36155,62,69
Gaines,48165,January,16269,3570,37,37
Gaines,48165,February,39292,3879,15,42
Gaines,48165,March,43870,4212,5,43
Gaines,48165,April,42802,4542,3,43
Gaines,48165,May,44754,4879,4,44
Gaines,48165,June,43799,5110,5,45
Gaines,48165,July,45630,5319,5,46
Gaines,48165,August,48768,5722,61,47
Gaines,48165,September,57204,6376,160,53
Gaines,48165,October,65342,6901,46,59
Galveston,48167,January,306653,266510,7700,272
Galveston,48167,February,797074,308009,6263,347
Galveston,48167,March,960133,349749,3220,390
Galveston,48167,April,977745,385571,2239,412
Galveston,48167,May,1052494,426085,1645,428
Galveston,48167,June,1041971,452887,875,446
Galveston,48167,July,1112320,479328,908,458
Galveston,48167,August,1303312,528083,4873,512
Galveston,48167,September,1498078,593478,5394,632
Galveston,48167,October,1657033,639774,2358,691
Garza,48169,January,2322,2332,19,18
Garza,48169,February,5746,2760,29,19
Garza,48169,March,6849,3118,12,22
Garza,48169,April,7393,3396,11,22
Garza,48169,May,7973,3653,2,22
Garza,48169,June,8186,3880,1,22
Garza,48169,July,8918,4095,1,22
Garza,48169,August,9282,4492,17,22
Garza,48169,September,9701,4932,20,22
Garza,48169,October,11093,5230,15,22
Gillespie,48171,January,18169,15049,171,37
Gillespie,48171,February,45054,17273,60,48
Gillespie,48171,March,51627,18502,24,49
Gillespie,48171,April,50760,19632,12,50
Gillespie,48171,May,53869,20572,12,51
Gillespie,48171,June,54088,21308,12,53
Gillespie,48171,July,56854,22227,29,54
Gillespie,48171,August,60755,24342,91,60
Gillespie,48171,September,64330,27499,103,71
Gillespie,48171,October,70616,29912,55,77
Glasscock,48173,January,497,164,5,1
Glasscock,48173,February,1023,192,1,2
Glasscock,48173,March,1184,212,0,2
Glasscock,48173,April,1222,232,3,2
Glasscock,48173,May,1271,247,0,2
Glasscock,48173,June,1240,257,0,2
Glasscock,48173,July,1271,287,0,2
Glasscock,48173,August,1339,314,11,2
Glasscock,48173,September,1445,367,9,3
Glasscock,48173,October,1527,418,8,3
Goliad,48175,January,2792,3071,16,10
Goliad,48175,February,7541,3769,14,13
Goliad,48175,March,8732,4345,12,14
Goliad,48175,April,8379,4733,4,14
Goliad,48175,May,8824,5054,11,14
Goliad,48175,June,8598,5264,7,15
Goliad,48175,July,8975,5621,5,16
Goliad,48175,August,9563,6234,15,17
Goliad,48175,September,10127,7292,21,21
Goliad,48175,October,11253,8023,24,28
Gonzales,48177,January,24042,12116,173,33
Gonzales,48177,February,62207,14306,80,50
Gonzales,48177,March,71549,15997,21,56
Gonzales,48177,April,70383,18017,11,57
Gonzales,48177,May,73713,18971,7,57
Gonzales,48177,June,72117,19579,8,57
Gonzales,48177,July,74660,20804,18,58
Gonzales,48177,August,78301,22164,81,63
Gonzales,48177,September,82025,23830,137,77
Gonzales,48177,October,88230,25673,33,83
Gray,48179,January,18790,7583,104,47
Gray,48179,February,46417,9009,76,54
Gray,48179,March,53534,10083,29,56
Gray,48179,April,57389,11249,28,58
Gray,48179,May,61726,12149,6,58
Gray,48179,June,62857,12779,2,58
Gray,48179,July,67416,13409,8,59
Gray,48179,August,70143,14509,71,62
Gray,48179,September,72984,17281,192,68
Gray,48179,October,78877,19751,80,78
Grayson,48181,January,112710,83148,450,250
Grayson,48181,February,291349,100669,203,312
Grayson,48181,March,339473,112253,54,333
Grayson,48181,April,335035,120946,34,339
Grayson,48181,May,350697,129423,18,342
Grayson,48181,June,341064,135092,11,346
Grayson,48181,July,357676,141229,64,349
Grayson,48181,August,387686,151535,267,373
Grayson,48181,September,427348,168847,380,433
Grayson,48181,October,494383,193689,183,482
Gregg,48183,January,63046,53188,3221,263
Gregg,48183,February,160174,62841,2989,330
Gregg,48183,March,184852,69065,493,352
Gregg,48183,April,181758,73711,146,355
Gregg,48183,May,191026,78103,236,359
Gregg,48183,June,187419,81505,185,361
Gregg,48183,July,197215,85347,244,365
Gregg,48183,August,218709,94858,1482,394
Gregg,48183,September,247301,111738,3386,477
Gregg,48183,October,277147,122522,1991,539
Grimes,48185,January,20532,20323,35,56
Grimes,48185,February,84570,25164,489,63
Grimes,48185,March,98123,29711,101,67
Grimes,48185,April,97317,34209,57,68
Grimes,48185,May,103974,39031,73,71
Grimes,48185,June,102201,42572,32,73
Grimes,48185,July,108041,45486,41,74
Grimes,48185,August,120610,49549,240,77
Grimes,48185,September,130296,55661,281,95
Grimes,48185,October,141624,61000,107,106
Guadalupe,48187,January,100526,61299,758,144
Guadalupe,48187,February,272544,78752,394,188
Guadalupe,48187,March,319588,89283,123,203
Guadalupe,48187,April,320420,103112,136,210
Guadalupe,48187,May,345396,113742,151,215
Guadalupe,48187,June,348631,120955,169,222
Guadalupe,48187,July,373659,127520,284,226
Guadalupe,48187,August,425931,140026,874,244
Guadalupe,48187,September,479642,158469,940,293
Guadalupe,48187,October,537811,174685,511,330
Hale,48189,January,69420,12036,189,140
Hale,48189,February,167241,13594,86,152
Hale,48189,March,187873,15349,16,153
Hale,48189,April,182790,17475,11,154
Hale,48189,May,190006,19512,11,156
Hale,48189,June,185051,21111,10,156
Hale,48189,July,192630,22170,19,157
Hale,48189,August,201627,24663,138,163
Hale,48189,September,217681,28758,245,177
Hale,48189,October,241523,32461,106,187
Hall,48191,January,3450,2505,78,12
Hall,48191,February,8803,2930,31,14
Hall,48191,March,10121,3193,5,14
Hall,48191,April,10608,3377,5,14
Hall,48191,May,11354,3555,0,14
Hall,48191,June,11731,3692,0,14
Hall,48191,July,12237,3779,2,14
Hall,48191,August,12478,3875,3,15
Hall,48191,September,12393,4079,5,15
Hall,48191,October,13068,4432,6,15
Hamilton,48193,January,6527,4639,71,22
Hamilton,48193,February,19011,5573,64,24
Hamilton,48193,March,21690,6277,13,25
Hamilton,48193,April,21196,6977,8,25
Hamilton,48193,May,22256,7595,7,26
Hamilton,48193,June,21764,7988,4,26
Hamilton,48193,July,23532,8392,23,28
Hamilton,48193,August,26628,9446,72,28
Hamilton,48193,September,31664,11583,142,29
Hamilton,48193,October,36072,12841,56,29
Hansford,48195,January,3949,2593,57,19
Hansford,48195,February,9894,3190,51,21
Hansford,48195,March,11475,3538,15,23
Hansford,48195,April,11546,3753,6,24
Hansford,48195,May,12134,3946,1,24
Hansford,48195,June,11962,4064,0,24
Hansford,48195,July,12603,4200,2,24
Hansford,48195,August,12672,4422,11,24
Hansford,48195,September,12567,4930,21,25
Hansford,48195,October,13663,5486,24,25
Hardeman,48197,January,3299,1923,6,12
Hardeman,48197,February,8450,2312,3,12
Hardeman,48197,March,9642,2554,0,12
Hardeman,48197,April,9446,2767,1,12
Hardeman,48197,May,10009,2950,1,12
Hardeman,48197,June,9763,3095,1,12
Hardeman,48197,July,10135,3175,1,12
Hardeman,48197,August,10616,3316,6,12
Hardeman,48197,September,10921,3746,4,13
Hardeman,48197,October,11919,4434,4,13
Hardin,48199,January,26649,20355,861,76
Hardin,48199,February,65674,24779,782,96
Hardin,48199,March,76944,28201,604,106
Hardin,48199,April,78639,32341,500,110
Hardin,48199,May,84812,35781,278,113
Hardin,48199,June,85016,38076,137,115
Hardin,48199,July,90371,42112,154,118
Hardin,48199,August,95504,47868,770,138
Hardin,48199,September,113887,57393,1273,181
Hardin,48199,October,129776,62653,215,207
Harris,48201,January,3606954,2995737,49472,4289
Harris,48201,February,9366972,3614731,32285,5302
Harris,48201,March,11310278,4059037,14058,5914
Harris,48201,April,11530988,4495584,10638,6257
Harris,48201,May,12292435,4943137,7373,6489
Harris,48201,June,12077839,5224180,3908,6620
Harris,48201,July,12656374,5521608,5483,6733
Harris,48201,August,14163805,6005514,37102,7236
Harris,48201,September,15872704,6720041,52126,8394
Harris,48201,October,17589741,7287633,28749,9092
Harrison,48203,January,24306,56163,732,82
Harrison,48203,February,63583,65134,873,95
Harrison,48203,March,73716,70642,781,103
Harrison,48203,April,72954,75124,172,106
Harrison,48203,May,77462,78400,53,109
Harrison,48203,June,78259,81619,25,110
Harrison,48203,July,91652,85312,82,111
Harrison,48203,August,103488,93838,572,121
Harrison,48203,September,119450,105039,872,152
Harrison,48203,October,134172,113592,271,176
Hartley,48205,January,3750,161,27,2
Hartley,48205,February,10270,214,58,2
Hartley,48205,March,15351,258,54,2
Hartley,48205,April,15505,279,6,2
Hartley,48205,May,16479,309,1,2
Hartley,48205,June,16464,330,0,2
Hartley,48205,July,17223,349,3,2
Hartley,48205,August,17895,374,13,2
Hartley,48205,September,18583,409,31,2
Hartley,48205,October,20251,452,17,2
Haskell,48207,January,2152,1988,10,21
Haskell,48207,February,5392,2373,4,25
Haskell,48207,March,6102,2571,1,27
Haskell,48207,April,6000,2733,0,27
Haskell,48207,May,6204,2867,0,27
Haskell,48207,June,6236,2983,0,27
Haskell,48207,July,6541,3130,1,28
Haskell,48207,August,6627,3354,3,28
Haskell,48207,September,6757,3767,9,30
Haskell,48207,October,7730,4290,8,31
Hays,48209,January,171110,170588,2580,144
Hays,48209,February,439829,213429,1446,180
Hays,48209,March,518841,239682,476,200
Hays,48209,April,530483,266188,523,206
Hays,48209,May,578710,290858,369,214
Hays,48209,June,569264,306546,141,223
Hays,48209,July,605419,320513,399,228
Hays,48209,August,709480,353041,1973,258
Hays,48209,September,812249,404345,1827,305
Hays,48209,October,903778,445245,720,342
Hemphill,48211,January,5544,1038,98,2
Hemphill,48211,February,13965,1312,35,2
Hemphill,48211,March,15638,1430,4,2
Hemphill,48211,April,15642,1496,4,2
Hemphill,48211,May,16689,1571,1,2
Hemphill,48211,June,16217,1635,0,3
Hemphill,48211,July,16897,1671,3,3
Hemphill,48211,August,17283,1720,8,3
Hemphill,48211,September,17712,1852,24,3
Hemphill,48211,October,19336,2004,15,3
Henderson,48213,January,38771,26690,1710,121
Henderson,48213,February,100050,30920,1626,163
Henderson,48213,March,116732,34383,452,181
Henderson,48213,April,115286,37356,125,187
Henderson,48213,May,122228,40058,178,192
Henderson,48213,June,119966,42070,103,195
Henderson,48213,July,126456,44581,117,199
Henderson,48213,August,143278,51274,691,222
Henderson,48213,September,171113,60945,1498,296
Henderson,48213,October,194835,68107,912,332
Hidalgo,48215,January,504357,387735,2093,2137
Hidalgo,48215,February,1334988,469625,2142,2361
Hidalgo,48215,March,1666757,542479,2219,2480
Hidalgo,48215,April,1720072,617072,1688,2535
Hidalgo,48215,May,1833347,691879,990,2584
Hidalgo,48215,June,1809683,748749,198,2616
Hidalgo,48215,July,1910475,801169,1344,2648
Hidalgo,48215,August,1997972,879469,5079,2776
Hidalgo,48215,September,2008946,991953,3888,3001
Hidalgo,48215,October,2113551,1076920,1789,3105
Hill,48217,January,24151,31205,169,64
Hill,48217,February,100086,34856,617,96
Hill,48217,March,114115,37382,89,105
Hill,48217,April,112492,39488,44,107
Hill,48217,May,117617,41286,36,108
Hill,48217,June,114553,42326,20,110
Hill,48217,July,119476,44025,36,111
Hill,48217,August,124918,46359,205,119
Hill,48217,September,130523,50647,281,140
Hill,48217,October,141059,54671,133,158
Hockley,48219,January,22487,8558,109,94
Hockley,48219,February,55996,9571,79,98
Hockley,48219,March,64806,10485,39,100
Hockley,48219,April,70077,11366,47,102
Hockley,48219,May,75777,12258,5,103
Hockley,48219,June,77390,12840,5,103
Hockley,48219,July,83137,13215,24,106
Hockley,48219,August,88799,14376,108,115
Hockley,48219,September,96432,16926,192,126
Hockley,48219,October,107834,18993,104,131
Hood,48221,January,43652,40418,221,97
Hood,48221,February,111823,47861,95,116
Hood,48221,March,130197,52507,35,123
Hood,48221,April,128356,56662,12,128
Hood,48221,May,134399,60070,15,132
Hood,48221,June,131001,62897,12,135
Hood,48221,July,138226,66718,68,138
Hood,48221,August,149563,74067,163,151
Hood,48221,September,164378,82895,199,176
Hood,48221,October,181828,89181,95,197
Hopkins,48223,January,16113,16153,162,93
Hopkins,48223,February,40903,18919,186,101
Hopkins,48223,March,47796,20694,149,107
Hopkins,48223,April,47578,22105,37,109
Hopkins,48223,May,50500,24274,34,112
Hopkins,48223,June,50962,25299,26,114
Hopkins,48223,July,59979,26979,35,114
Hopkins,48223,August,68538,29452,231,123
Hopkins,48223,September,81391,33322,391,137
Hopkins,48223,October,94575,36713,181,145
Houston,48225,January,9436,14150,124,33
Houston,48225,February,23573,15928,83,41
Houston,48225,March,26993,17459,57,49
Houston,48225,April,26533,18901,17,51
Houston,48225,May,29287,20288,19,55
Houston,48225,June,28380,21059,16,58
Houston,48225,July,32317,22371,33,59
Houston,48225,August,34487,23932,128,62
Houston,48225,September,37925,26566,206,73
Houston,48225,October,41353,28646,84,79
Howard,48227,January,33458,14397,243,92
Howard,48227,February,82798,17679,132,99
Howard,48227,March,92758,19911,41,100
Howard,48227,April,90346,21437,38,101
Howard,48227,May,94088,22766,33,101
Howard,48227,June,91335,23645,19,103
Howard,48227,July,94717,25166,18,103
Howard,48227,August,96387,26653,167,108
Howard,48227,September,96599,29805,272,122
Howard,48227,October,102117,34683,117,134
Hudspeth,48229,January,5459,2449,31,10
Hudspeth,48229,February,11630,3021,10,12
Hudspeth,48229,March,13238,3384,8,12
Hudspeth,48229,April,13080,3606,4,12
Hudspeth,48229,May,14148,3767,11,12
Hudspeth,48229,June,13812,3858,2,12
Hudspeth,48229,July,14326,3943,2,12
Hudspeth,48229,August,14605,4143,6,12
Hudspeth,48229,September,14480,4448,11,13
Hudspeth,48229,October,15124,4649,4,14
Hunt,48231,January,56798,63061,831,116
Hunt,48231,February,145197,76028,1274,144
Hunt,48231,March,166307,83627,701,161
Hunt,48231,April,163299,90436,42,167
Hunt,48231,May,160161,97126,58,173
Hunt,48231,June,157440,101226,39,179
Hunt,48231,July,167227,106829,74,181
Hunt,48231,August,188709,119913,358,197
Hunt,48231,September,225769,139791,586,248
Hunt,48231,October,259128,156324,239,290
Hutchinson,48233,January,10979,9475,104,61
Hutchinson,48233,February,28645,11490,87,69
Hutchinson,48233,March,34457,12779,29,70
Hutchinson,48233,April,42713,13761,39,71
Hutchinson,48233,May,47892,14784,8,71
Hutchinson,48233,June,52636,15353,5,72
Hutchinson,48233,July,59653,15986,15,72
Hutchinson,48233,August,65142,17119,84,73
Hutchinson,48233,September,71690,19166,186,81
Hutchinson,48233,October,83963,21307,127,87
Irion,48235,January,474,462,13,1
Irion,48235,February,1257,568,13,1
Irion,48235,March,1518,644,8,1
Irion,48235,April,1560,689,2,1
Irion,48235,May,1612,721,2,1
Irion,48235,June,1560,746,1,1
Irion,48235,July,1612,769,1,1
Irion,48235,August,1726,848,11,1
Irion,48235,September,1759,1031,14,2
Irion,48235,October,1881,1146,7,2
Jack,48237,January,5829,1558,31,13
Jack,48237,February,14446,1903,7,14
Jack,48237,March,16260,2187,3,16
Jack,48237,April,15606,2521,1,16
Jack,48237,May,16151,2844,1,16
Jack,48237,June,15391,3236,0,16
Jack,48237,July,15774,3588,5,16
Jack,48237,August,17502,4019,13,17
Jack,48237,September,19890,4669,15,19
Jack,48237,October,23919,5433,15,20
Jackson,48239,January,15483,6293,83,25
Jackson,48239,February,39445,7326,40,30
Jackson,48239,March,45302,8327,14,31
Jackson,48239,April,45453,9073,16,31
Jackson,48239,May,48748,9656,14,31
Jackson,48239,June,48187,10051,10,31
Jackson,48239,July,50401,10514,13,31
Jackson,48239,August,55391,11854,102,35
Jackson,48239,September,64620,14023,188,46
Jackson,48239,October,72647,15495,43,50
Jasper,48241,January,9728,14038,108,60
Jasper,48241,February,24908,16605,49,79
Jasper,48241,March,28885,18654,17,85
Jasper,48241,April,28968,20717,24,90
Jasper,48241,May,30644,22660,10,92
Jasper,48241,June,30380,24065,11,93
Jasper,48241,July,32336,25887,36,95
Jasper,48241,August,36221,29308,189,107
Jasper,48241,September,41672,34982,261,135
Jasper,48241,October,47088,39691,43,153
Jeff Davis,48243,January,1313,1516,11,2
Jeff Davis,48243,February,3494,1854,30,4
Jeff Davis,48243,March,4519,2038,10,5
Jeff Davis,48243,April,4482,2094,2,5
Jeff Davis,48243,May,4670,2131,2,5
Jeff Davis,48243,June,4530,2142,1,6
Jeff Davis,48243,July,4716,2158,1,6
Jeff Davis,48243,August,4743,2193,1,6
Jeff Davis,48243,September,4618,2249,2,6
Jeff Davis,48243,October,4911,2302,4,6
Jefferson,48245,January,198910,152459,3438,309
Jefferson,48245,February,496027,175530,2504,364
Jefferson,48245,March,575935,193320,866,406
Jefferson,48245,April,576589,210811,590,429
Jefferson,48245,May,610758,226125,522,438
Jefferson,48245,June,599375,237071,413,443
Jefferson,48245,July,644603,246299,590,449
Jefferson,48245,August,737130,264658,2760,506
Jefferson,48245,September,867965,294481,5249,630
Jefferson,48245,October,971924,317058,4021,695
Jim Hogg,48247,January,6057,9646,126,14
Jim Hogg,48247,February,15629,14762,51,14
Jim Hogg,48247,March,17753,16692,4,15
Jim Hogg,48247,April,17292,17517,2,16
Jim Hogg,48247,May,17976,18172,2,16
Jim Hogg,48247,June,17567,18589,3,16
Jim Hogg,48247,July,18248,18804,2,17
Jim Hogg,48247,August,18544,20172,48,17
Jim Hogg,48247,September,18632,24861,78,19
Jim Hogg,48247,October,19504,27561,20,20
Jim Wells,48249,January,37499,49672,493,76
Jim Wells,48249,February,94319,59140,202,88
Jim Wells,48249,March,109812,65564,109,96
Jim Wells,48249,April,108854,70768,68,99
Jim Wells,48249,May,115298,75511,59,104
Jim Wells,48249,June,113346,78350,40,108
Jim Wells,48249,July,119988,80839,83,109
Jim Wells,48249,August,139567,88677,603,125
Jim Wells,48249,September,160607,99316,562,162
Jim Wells,48249,October,175851,107454,170,176
Johnson,48251,January,168395,99152,801,260
Johnson,48251,February,434463,117779,309,328
Johnson,48251,March,505093,128905,120,356
Johnson,48251,April,498940,138529,57,363
Johnson,48251,May,520134,147145,39,367
Johnson,48251,June,508645,153669,38,374
Johnson,48251,July,531986,161844,115,380
Johnson,48251,August,569088,175410,430,409
Johnson,48251,September,616503,196008,519,467
Johnson,48251,October,694551,215822,312,535
Jones,48253,January,24623,6446,203,40
Jones,48253,February,57848,7745,124,50
Jones,48253,March,63913,8523,66,54
Jones,48253,April,59587,9232,24,55
Jones,48253,May,59197,10071,3,55
Jones,48253,June,56762,10758,4,55
Jones,48253,July,57970,11445,4,56
Jones,48253,August,60564,12518,75,59
Jones,48253,September,61573,14693,96,66
Jones,48253,October,67959,16599,155,72
Karnes,48255,January,16958,13228,48,27
Karnes,48255,February,42984,15804,44,32
Karnes,48255,March,49770,17715,23,36
Karnes,48255,April,52485,19665,41,36
Karnes,48255,May,58495,21457,64,37
Karnes,48255,June,61208,23136,68,37
Karnes,48255,July,69675,24015,139,37
Karnes,48255,August,83148,26062,188,44
Karnes,48255,September,92559,29686,167,54
Karnes,48255,October,105079,31940,116,56
Kaufman,48257,January,130646,86185,570,177
Kaufman,48257,February,340454,103742,339,221
Kaufman,48257,March,399110,115316,120,243
Kaufman,48257,April,394888,124853,67,255
Kaufman,48257,May,416068,133988,69,261
Kaufman,48257,June,407556,141007,52,266
Kaufman,48257,July,427348,148025,120,270
Kaufman,48257,August,465417,161814,438,299
Kaufman,48257,September,520833,184872,505,372
Kaufman,48257,October,583659,203459,266,413
Kendall,48259,January,15092,20502,176,49
Kendall,48259,February,42090,26092,112,61
Kendall,48259,March,50456,30210,41,70
Kendall,48259,April,50299,34231,22,72
Kendall,48259,May,54208,37288,26,72
Kendall,48259,June,54385,39697,11,72
Kendall,48259,July,57959,41966,45,73
Kendall,48259,August,66661,46418,160,78
Kendall,48259,September,75546,52990,183,90
Kendall,48259,October,85867,58386,102,99
Kenedy,48261,January,192,170,3,2
Kenedy,48261,February,465,200,2,2
Kenedy,48261,March,534,218,1,2
Kenedy,48261,April,556,246,1,2
Kenedy,48261,May,620,277,1,2
Kenedy,48261,June,600,290,0,2
Kenedy,48261,July,628,303,0,2
Kenedy,48261,August,753,328,4,2
Kenedy,48261,September,913,364,5,2
Kenedy,48261,October,992,382,1,2
Kent,48263,January,408,440,1,1
Kent,48263,February,979,509,1,1
Kent,48263,March,1181,577,5,2
Kent,48263,April,1230,641,1,2
Kent,48263,May,1271,685,0,2
Kent,48263,June,1230,713,0,2
Kent,48263,July,1271,770,0,2
Kent,48263,August,1375,818,2,2
Kent,48263,September,1358,914,1,3
Kent,48263,October,1442,1131,1,3
Kerr,48265,January,23027,36481,228,67
Kerr,48265,February,58722,43293,138,84
Kerr,48265,March,67877,47662,41,86
Kerr,48265,April,66984,51595,30,89
Kerr,48265,May,72705,54376,43,90
Kerr,48265,June,74667,56522,26,91
Kerr,48265,July,79481,58852,58,94
Kerr,48265,August,86977,63685,176,101
Kerr,48265,September,93443,71727,217,116
Kerr,48265,October,105765,79359,166,132
Kimble,48267,January,2335,1631,25,6
Kimble,48267,February,5581,1798,13,6
Kimble,48267,March,6396,1896,4,6
Kimble,48267,April,6220,2025,1,6
Kimble,48267,May,6554,2190,7,6
Kimble,48267,June,6766,2336,10,7
Kimble,48267,July,7145,2432,5,7
Kimble,48267,August,7934,2663,25,9
Kimble,48267,September,8352,3007,34,11
Kimble,48267,October,8809,3263,19,11
King,48269,January,82,54,4,0
King,48269,February,195,65,1,0
King,48269,March,155,69,0,0
King,48269,April,151,73,0,0
King,48269,May,155,77,0,0
King,48269,June,150,79,0,0
King,48269,July,155,81,0,0
King,48269,August,155,90,0,0
King,48269,September,166,100,1,0
King,48269,October,253,114,1,0
Kinney,48271,January,3503,1566,31,4
Kinney,48271,February,9017,1978,5,6
Kinney,48271,March,10046,2135,0,6
Kinney,48271,April,9803,2292,1,6
Kinney,48271,May,10290,2450,2,6
Kinney,48271,June,10029,2570,0,6
Kinney,48271,July,10391,2677,2,6
Kinney,48271,August,10820,2862,7,7
Kinney,48271,September,12000,3438,27,8
Kinney,48271,October,13647,3760,10,9
Kleberg,48273,January,19442,26592,274,68
Kleberg,48273,February,49200,31725,165,83
Kleberg,48273,March,56937,35100,74,89
Kleberg,48273,April,57188,37920,67,93
Kleberg,48273,May,60554,40100,30,93
Kleberg,48273,June,59258,41488,14,94
Kleberg,48273,July,62468,42838,57,95
Kleberg,48273,August,73422,47287,391,105
Kleberg,48273,September,84034,53424,326,123
Kleberg,48273,October,91885,56323,91,127
Knox,48275,January,1871,2197,3,14
Knox,48275,February,4748,2661,2,17
Knox,48275,March,5315,3091,0,18
Knox,48275,April,5147,3279,0,18
Knox,48275,May,5329,3380,1,18
Knox,48275,June,5183,3432,0,18
Knox,48275,July,5403,3481,1,18
Knox,48275,August,5448,3686,1,19
Knox,48275,September,5416,4389,2,20
Knox,48275,October,6288,5624,6,21
La Salle,48277,January,28439,5984,62,23
La Salle,48277,February,70189,6820,48,27
La Salle,48277,March,80843,7365,7,29
La Salle,48277,April,79499,7942,1,29
La Salle,48277,May,82855,8352,3,29
La Salle,48277,June,81452,8688,2,30
La Salle,48277,July,85240,9055,8,30
La Salle,48277,August,88556,9642,12,32
La Salle,48277,September,94827,11003,33,37
La Salle,48277,October,106175,12394,17,40
Lamar,48279,January,17106,20059,777,121
Lamar,48279,February,42146,23442,325,145
Lamar,48279,March,48362,26551,127,153
Lamar,48279,April,51823,28686,36,155
Lamar,48279,May,56248,30165,32,156
Lamar,48279,June,57139,31347,48,157
Lamar,48279,July,60474,33291,62,159
Lamar,48279,August,63882,36349,281,166
Lamar,48279,September,66999,42293,847,184
Lamar,48279,October,71334,46595,408,204
Lamb,48281,January,10864,7600,92,78
Lamb,48281,February,46302,8687,52,82
Lamb,48281,March,54396,9668,25,82
Lamb,48281,April,54221,10505,30,83
Lamb,48281,May,57406,11220,13,83
